date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:48:40	174994/174994	---M-Z	200	added ('OK')	text/css	etag:%222ab92-63dcd8fb72b40-gzip%22	https://dear-jean.co.za/wp-content/themes/salient/css/build/style.css?ver=17.3.1	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/themes/salient/css/build/styleab5a.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:40	1130/1130	---M-Z	200	added ('OK')	application/rss+xml	etag:%220b2c1bb62e112f3ed0649515f03de63d-gzip%22	https://dear-jean.co.za/feed/	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/feed/index.html	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:40	3431/3431	---M-Z	200	added ('OK')	text/css	etag:%22d67-63dcd8fb72b40-gzip%22	https://dear-jean.co.za/wp-content/themes/salient/css/build/header/header-layout-centered-logo-between-menu.css?ver=17.3.1	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/themes/salient/css/build/header/header-layout-centered-logo-between-menuab5a.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:40	11701/11701	---M-Z	200	added ('OK')	text/css	etag:%222db5-63dcd8fb72b40-gzip%22	https://dear-jean.co.za/wp-content/themes/salient/css/build/elements/element-fancy-box.css?ver=17.3.1	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/themes/salient/css/build/elements/element-fancy-boxab5a.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:41	3884/3884	---M-Z	200	added ('OK')	text/css	etag:%22f2c-63dcd8fb72b40-gzip%22	https://dear-jean.co.za/wp-content/themes/salient/css/build/elements/element-interactive-map.css?ver=17.3.1	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/themes/salient/css/build/elements/element-interactive-mapab5a.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:41	1972/1972	---M-Z	200	added ('OK')	text/css	etag:%227b4-63dcd8fb72b40-gzip%22	https://dear-jean.co.za/wp-content/themes/salient/css/build/elements/element-fancy-unordered-list.css?ver=17.3.1	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/themes/salient/css/build/elements/element-fancy-unordered-listab5a.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:41	3139/3139	---M-Z	200	added ('OK')	text/css	etag:%22c43-63dcd8fb72b40-gzip%22	https://dear-jean.co.za/wp-content/themes/salient/css/build/third-party/cf7.css?ver=17.3.1	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/themes/salient/css/build/third-party/cf7ab5a.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:41	777/777	---M-Z	200	added ('OK')	application/rss+xml	etag:%220b2c1bb62e112f3ed0649515f03de63d-gzip%22	https://dear-jean.co.za/comments/feed/	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/comments/feed/index.html	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:41	39580/39580	---M-Z	200	added ('OK')	text/css	etag:%229a9c-63dcd8fb72b40-gzip%22	https://dear-jean.co.za/wp-content/themes/salient/css/build/responsive.css?ver=17.3.1	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/themes/salient/css/build/responsiveab5a.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:42	39990/39990	---M-Z	200	added ('OK')	text/css	etag:%229c36-63dcd8fb72b40-gzip%22	https://dear-jean.co.za/wp-content/themes/salient/css/build/plugins/flickity.css?ver=17.3.1	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/themes/salient/css/build/plugins/flickityab5a.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:42	55783/55783	---M-Z	200	added ('OK')	text/css	etag:%22d9e7-63dcd8fb72b40-gzip%22	https://dear-jean.co.za/wp-content/themes/salient/css/build/skin-material.css?ver=17.3.1	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/themes/salient/css/build/skin-materialab5a.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:42	4124/4124	---M-Z	200	added ('OK')	text/css	etag:%22101c-63fa663750b80-gzip%22	https://dear-jean.co.za/wp-content/uploads/salient/menu-dynamic.css?ver=73404	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/salient/menu-dynamicfe7b.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:42	2768/2768	---M-Z	200	added ('OK')	text/css	etag:%22ad0-63e5a4ca31980-gzip%22	https://dear-jean.co.za/wp-content/uploads/hurrytimer/css/71d1279a229e35cc.css?ver=d9872eeeb75448bd33cd520f236e1e12	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/hurrytimer/css/71d1279a229e35cc7d50.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:42	28533/28533	---M-Z	200	added ('OK')	text/css	etag:%226f75-63dcd8fb72b40-gzip%22	https://dear-jean.co.za/wp-content/themes/salient/css/build/plugins/js_composer.css?ver=17.3.1	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/themes/salient/css/build/plugins/js_composerab5a.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:43	172927/172927	---M-Z	200	added ('OK')	text/css	etag:%222a37f-63e763389dd00-gzip%22	https://dear-jean.co.za/wp-content/themes/salient/css/salient-dynamic-styles.css?ver=78564	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/themes/salient/css/salient-dynamic-stylesc47f.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:43	4876/4876	---M-Z	200	added ('OK')	text/css	etag:%22130c-63e5942faad40-gzip%22	https://dear-jean.co.za/wp-content/plugins/tochat-be/assets/css/public-tochatbe-style.css?ver=1.3.4	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/plugins/tochat-be/assets/css/public-tochatbe-stylec412.css	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:43	87553/87553	---M-Z	200	added ('OK')	application/javascript	etag:%2215601-603fed35e19c0-gzip%22	https://dear-jean.co.za/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-includes/js/jquery/jquery.minf43b.js	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:44	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:%223509-5fdabee5f2100-gzip%22	https://dear-jean.co.za/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:45	157607/157607	---M-Z	200	added ('OK')	application/json	date:Fri,%2026%20Sep%202025%2011:47:59%20GMT	https://dear-jean.co.za/wp-json/wp/v2/pages/9	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-json/wp/v2/pages/9.json	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:45	228935/228935	---M-Z	200	added ('OK')	application/json	date:Fri,%2026%20Sep%202025%2011:47:59%20GMT	https://dear-jean.co.za/wp-json/	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-json/index.html	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:47	805/805	---M-Z	200	added ('OK')	text/xml	date:Fri,%2026%20Sep%202025%2011:48:01%20GMT	https://dear-jean.co.za/xmlrpc.php?rsd	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/xmlrpc0db0.php	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:49	2313/2313	---M-Z	200	added ('OK')	application/json	date:Fri,%2026%20Sep%202025%2011:48:02%20GMT	https://dear-jean.co.za/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdear-jean.co.za%2F	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-json/oembed/1.0/embed8a06.json	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:50	2506/2506	---M-Z	200	added ('OK')	text/xml	date:Fri,%2026%20Sep%202025%2011:48:04%20GMT	https://dear-jean.co.za/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdear-jean.co.za%2F&format=xml	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-json/oembed/1.0/embed3170	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:50	6732/6732	---M--	200	added ('OK')	font/woff2	etag:%221a4c-63e6bb7e62500%22	https://dear-jean.co.za/wp-content/plugins/wordpress-popup/assets/hustle-ui/fonts/hustle-icons-font.woff2	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/plugins/wordpress-popup/assets/hustle-ui/fonts/hustle-icons-font.woff2	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:51	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2026%20Sep%202025%2011:48:07%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/www.googletagmanager.com/gtm.1c5445.delayed	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:52	31320/31320	---M--	200	added ('OK')	font/woff2	etag:%227a58-63e6b7284ea00%22	https://dear-jean.co.za/wp-content/uploads/useanyfont/4427Better-Yesterday.woff2	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/useanyfont/4427Better-Yesterday.woff2	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:52	1414/1414	---M--	200	added ('OK')	image/png	etag:%22586-63de23a57cdc0%22	https://dear-jean.co.za/wp-content/uploads/2025/09/cropped-Dear-Jean-Brand-Identity-Elements-FAVICON-32x32.png	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/cropped-Dear-Jean-Brand-Identity-Elements-FAVICON-32x32.png	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:52	13355/13355	---M--	200	added ('OK')	image/png	etag:%22342b-63de23a57cdc0%22	https://dear-jean.co.za/wp-content/uploads/2025/09/cropped-Dear-Jean-Brand-Identity-Elements-FAVICON-192x192.png	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/cropped-Dear-Jean-Brand-Identity-Elements-FAVICON-192x192.png	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:53	12290/12290	---M--	200	added ('OK')	image/png	etag:%223002-63de23a57cdc0%22	https://dear-jean.co.za/wp-content/uploads/2025/09/cropped-Dear-Jean-Brand-Identity-Elements-FAVICON-180x180.png	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/cropped-Dear-Jean-Brand-Identity-Elements-FAVICON-180x180.png	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:53	30763/30763	---M--	200	added ('OK')	image/png	etag:%22782b-63e6e7bd2c840%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Brand-Identity-Elements.png	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Brand-Identity-Elements.png	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:53	28827/28827	---M--	200	added ('OK')	image/png	etag:%22709b-63e5a0315c100%22	https://dear-jean.co.za/wp-content/uploads/2025/09/DearJean-Logos-01.png	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/DearJean-Logos-01.png	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:53	374996/374996	---M--	200	added ('OK')	image/jpeg	etag:%225b8d4-63e58f358ef40%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Hero.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Hero.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:54	129708/129708	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Sep%202025%2005:46:39%20GMT	https://dear-jean.co.za/faqs/	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/faqs/index.html	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:54	33310/33310	---M--	200	added ('OK')	image/png	etag:%22821e-63e6b998f6bc0%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Headline.png	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Headline.png	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:54	46024/46024	---M--	200	added ('OK')	image/png	etag:%22b3c8-63e744ced1c00%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Mobile-Header-1.png	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Mobile-Header-1.png	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:54	88275/88275	---M--	200	added ('OK')	image/png	etag:%22158d3-63de60383b6c0%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Brandmark.png	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Brandmark.png	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:55	253195/253195	---M--	200	added ('OK')	image/jpeg	etag:%223dd0b-63dcf53b29100%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Replace-2.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Replace-2.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:55	182863/182863	---M--	200	added ('OK')	image/jpeg	etag:%222ca4f-63e0bb4043180%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Replace-5.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Replace-5.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:55	22633/22633	---M--	200	added ('OK')	image/svg+xml	etag:%225869-63e5bbe205540%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Brand-Identity-42-1.svg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Brand-Identity-42-1.svg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:56	985435/985435	---M--	200	added ('OK')	video/mp4	etag:%22f095b-63e5a375bb640%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-_-Postcard-3.mp4	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-_-Postcard-3.mp4	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:56	298129/298129	---M--	200	added ('OK')	image/jpeg	etag:%2248c91-63dcfaf6dd7c0%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Replace-3.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Replace-3.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:56	156551/156551	---M--	200	added ('OK')	image/jpeg	etag:%2226387-63e0b191a99c0%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Unit-Type-007-Long-Theme-02-Final.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Unit-Type-007-Long-Theme-02-Final.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:56	165255/165255	---M--	200	added ('OK')	image/jpeg	etag:%2228587-63e5e10ebca00%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Studio-3-796x1024.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Studio-3-796x1024.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:57	141199/141199	---M--	200	added ('OK')	image/jpeg	etag:%222278f-63e5e11381540%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Studio-2-796x1024.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Studio-2-796x1024.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:57	161246/161246	---M--	200	added ('OK')	image/jpeg	etag:%22275de-63e5e1165dc00%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Penthouse-1-796x1024.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Penthouse-1-796x1024.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:57	115893/115893	---M--	200	added ('OK')	image/jpeg	etag:%221c4b5-63e5e11d0abc0%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Kitchen-1-796x1024.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Kitchen-1-796x1024.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:57	142578/142578	---M--	200	added ('OK')	image/jpeg	etag:%2222cf2-63e5e120db4c0%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Penthouse-3-796x1024.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Penthouse-3-796x1024.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:58	435317/435317	---M--	200	added ('OK')	image/jpeg	etag:%226a475-63e59064d3ac0%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Kitchen-Theme-1.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Kitchen-Theme-1.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:58	386187/386187	---M--	200	added ('OK')	image/jpeg	etag:%225e48b-63e5906a8c840%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Kitchen-Theme-2.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Kitchen-Theme-2.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:58	438239/438239	---M--	200	added ('OK')	image/jpeg	etag:%226afdf-63e6f33c367c0%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Sea-Point-Apartments-For-Sale-Bathroom-Theme-1.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Sea-Point-Apartments-For-Sale-Bathroom-Theme-1.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:58	416665/416665	---M--	200	added ('OK')	image/jpeg	etag:%2265b99-63e6f34a84980%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Sea-Point-Apartments-For-Sale-Bathroom-Theme-2.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Sea-Point-Apartments-For-Sale-Bathroom-Theme-2.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:59	15201/15201	---M--	200	added ('OK')	image/png	etag:%223b61-63e5db8c40a40%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Mask-1.png	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Mask-1.png	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
13:48:59	556853/556853	---M--	200	added ('OK')	image/jpeg	etag:%2287f35-63e596132e200%22	https://dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Hero-Kloof-Road.jpg	C:/Users/Tsie%20Masilo/Desktop/Business/JNBNB/new%20alteram%20website/dear-jean.co.za/wp-content/uploads/2025/09/Dear-Jean-Hero-Kloof-Road.jpg	(from https://dear-jean.co.za/?utm_source=Google_My_Business&utm_medium=Organic_Search)
